REQUESTID,DATETIMEINIT,SOURCE,DESCRIPTION,REQCATEGORY,STATUS,REFERREDTO,DATETIMECLOSED,BEAT,PROBADDRESS,City,State,Ward,Postcode
486486,2013-10-18T08:12:58.000,Phone,Illegal Dumping � mattress/boxspring,Fly-Tipping,Resolved,,2013-10-21T14:11:33.000,27X,5014 BANCROFT AV,Wandsworth,London,Roehampton and Putney Heath,SW15 4AB
587695,2015-06-19T11:45:21.000,Phone,Sewers - Blockage,Drainage,Resolved,,2015-06-23T09:34:00.000,25X,4112 PATTERSON AV (CROSS STREET IS HARBOR VIEW AVENUE),Wandsworth,London,Tooting,SW17 8AC
561598,2015-01-16T11:40:24.000,FixMyStreet,"Graffiti on Street, Street Light, Traffic Signal,",Graffiti Removal,Resolved,,2015-01-23T17:29:52.000,17Y,IVY AND  PARK BOULEVARD,Wandsworth,London,Tooting,SW17 7AA
450702,2013-03-13T11:49:30.000,Telephone/Email,Oakland Police - Abandoned Auto,OTHER,Referred to External Agency,"OPD ABANDONED AUTOS, PUBLIC",,19X,2311 EMBARCADERO,Wandsworth,London,Southfields,SW19 6AA
486503,2013-10-18T09:06:05.000,Email,Illegal Dumping � mattress/boxspring,Fly-Tipping,Resolved,,2013-10-21T16:59:03.000,35Y,SKYLINE BLVD & KELLER AV,Wandsworth,London,Furzedown,SW16 5AA
941591,2019-09-05T09:36:18.000,Phone,Fly-Tipping,Fly-Tipping,Resolved,,2019-09-10T20:16:09.000,31Y,SAN LEANDRO ST & 85TH AV,Wandsworth,London,Tooting,SW17 8AB
880038,2019-02-20T14:24:50.000,Email,Fly-Tipping,Fly-Tipping,Resolved,,2019-02-22T13:20:42.000,,2350 FOOTHILL BLVD,Wandsworth,London,Fairfield,SW18 1AA
403646,2012-04-05T15:41:55.000,Telephone/Email,TE - Other Traffic Engineering Issues,Traffic Management,Resolved,,2013-07-03T09:03:47.000,04X,15TH ST & FRANKLIN ST,Wandsworth,London,Bedford,SW12 8AA
461612,2013-05-21T07:02:18.000,FixMyStreet,Pothole (report from SeeClickFix),Street and Pavement Maintenance,In Progress,,,20X,3014 CHAPMAN ST,Wandsworth,London,Tooting,SW17 7AB
876978,2019-02-14T17:29:44.000,FixMyStreet,Illegal Dumping � mattress/boxspring,Fly-Tipping,Resolved,,2019-02-20T16:18:25.000,06X,35TH ST & MLK JR WY,Wandsworth,London,Southfields,SW19 6AB
645138,2016-04-02T11:50:44.000,Online Form,EBMUD issue,OTHER,Referred to External Agency,Thames Water,,08X,497 36TH ST,Wandsworth,London,Northcote,SW11 6AA
728758,2017-05-01T08:34:05.000,Telephone Voicemail,Traffic Signal - Outage/Damaged,Street Lighting,Resolved,,2017-05-02T12:46:20.000,20X,29TH AV & INTERNATIONAL BLVD,Wandsworth,London,Graveney,SW17 9AB
582240,2015-05-18T09:21:56.000,Phone,Fly-Tipping,Fly-Tipping,Resolved,,2015-05-19T17:14:32.000,32X,1124 98TH AV,Wandsworth,London,East Putney,SW15 1AA
709441,2017-02-08T07:35:13.000,FixMyStreet,Illegal Dumping (Enforcement Potential),Fly-Tipping,Resolved,,2017-02-09T16:40:40.000,04X,410 15TH ST,Wandsworth,London,Tooting,SW17 7AB
361348,2011-02-17T15:08:31.000,Telephone/Email,Illegal Dumping � mattress/boxspring,Fly-Tipping,Resolved,,2011-02-18T18:06:21.000,14Y,495 ELWOOD AV,Wandsworth,London,Tooting,SW17 7AA
919834,2019-06-29T11:03:27.000,FixMyStreet,City Bldg - Key / Lock Management,Council Building Maintenance,In Progress,,,01X,JACK LONDON AQUATICS CENTER,Wandsworth,London,Graveney,SW17 0AC
895660,2019-04-15T16:11:29.000,FixMyStreet,Parking - Abandoned Vehicle,Community Safety,Cancelled by Customer,,,31Y,278 WISTAR RD,Wandsworth,London,Graveney,SW17 0AC
548855,2014-11-03T13:00:17.000,FixMyStreet,Fly-Tipping,Fly-Tipping,Resolved,,2014-11-04T17:43:46.000,22X,2432 MONTEREY BOULEVARD,Wandsworth,London,Bedford,SW12 9AD
343268,2010-07-27T15:31:31.000,Telephone/Email,Fly-Tipping,Fly-Tipping,Resolved,,2010-07-28T14:38:35.000,33X,1022 88TH AV,Wandsworth,London,Northcote,SW11 6AA
520324,2014-05-28T10:06:01.000,Phone,Fly-Tipping,Fly-Tipping,Resolved,,2014-05-29T18:08:52.000,32X,1373 107TH AV,Wandsworth,London,Bedford,SW12 8AC
320885,2009-11-05T10:39:30.000,Telephone/Email,Illegal Dumping � mattress/boxspring,Fly-Tipping,Resolved,,2009-11-06T17:49:08.000,07X,CAMPBELL ST & 24TH ST,Wandsworth,London,Northcote,SW11 5AA
673910,2016-08-08T11:23:49.000,Online Form,Fly-Tipping,Fly-Tipping,Resolved,,2016-08-11T16:21:47.000,26X,900 52ND AV,Wandsworth,London,West Hill,SW15 3AC
943728,2019-09-12T08:30:50.000,Other,City Bldg - Key / Lock Management,Council Building Maintenance,In Progress,,,08X,MOSSWOOD PARK,Wandsworth,London,Bedford,SW12 9AE
700143,2016-12-22T10:09:37.000,Phone,Recycling Hotline - Miscellaneous,Recycling,Resolved,,2016-12-22T10:09:50.000,15X,484 STOW AV,Wandsworth,London,Northcote,SW11 5AB
493002,2013-12-02T14:06:06.000,Online Form,City Bldg - Structural Issue,Council Building Maintenance,Resolved,,2013-12-13T06:18:35.000,14X,LAKESIDE PARK - SAILBOAT HOUSE,Wandsworth,London,Nightingale,SW12 9AF
702895,2017-01-09T10:38:15.000,Online Form,TE - Parking (On Street),Traffic Management,Cancelled by Customer,,,15X,90 ATHOL AV,Wandsworth,London,Southfields,SW18 5AC
851227,2018-11-04T07:57:18.000,FixMyStreet,Human Waste in Public-Right-of-Way,OTHER,Referred to External Agency,"ADVANCE CRIME SCENE, RESTORATION EST",,33X,OFFICER WILLIE WILKINS PARK (AKA ELMHURST),Wandsworth,London,Shaftesbury,SW11 2AE
582798,2015-05-20T14:37:30.000,Online Form,Fly-Tipping,Fly-Tipping,Resolved,,2015-05-22T16:23:16.000,18X,16TH AV & E 19TH ST,Wandsworth,London,West Putney,SW15 2AD
566830,2015-02-13T14:32:09.000,Phone,Fly-Tipping,Fly-Tipping,Resolved,,2015-02-14T15:33:59.000,28X,6116 SEMINARY AV,Wandsworth,London,Southfields,SW18 5AA
898226,2019-04-23T13:29:37.000,FixMyStreet,Streets - Potholes/Depression,Street and Pavement Maintenance,Resolved,,2019-05-30T18:00:00.000,26X,1309 52ND AVE,Wandsworth,London,Bedford,SW12 9AE
892664,2019-04-05T10:02:12.000,Telephone/Email,Parking - Abandoned Vehicle,Community Safety,Resolved,,2019-04-09T09:00:09.000,14Y,348 SANTA CLARA AV,Wandsworth,London,Southfields,SW19 6AA
583729,2015-05-27T08:31:25.000,FixMyStreet,Litter in Parks,Parks Maintenance,Resolved,,2015-06-01T11:28:34.000,08X,OAK GLEN PARK,Wandsworth,London,Southfields,SW18 5AA
521921,2014-06-04T15:53:08.000,Phone,Street Cleaning - Complaints,Environmental Services,Resolved,,2014-06-11T13:34:16.000,21X,2028 27TH AV,Wandsworth,London,Wandsworth Common,SW17 7AE
374405,2011-06-29T11:26:37.000,Telephone/Email,"City Bldg - Heating, Ventilation, and Cooling",Council Building Maintenance,Resolved,,2011-08-02T06:07:59.000,01X,FIRE TRAINING CENTER - MAIN BUILDING,Wandsworth,London,Queenstown,SW8 4AA
453525,2013-04-03T09:08:26.000,Telephone/Email,Street Medians (Landscaped),Parks Maintenance,Resolved,,2013-08-06T13:23:13.000,29X,PICARDY DR & SEMINARY AV,Wandsworth,London,Queenstown,SW8 3AB
866260,2019-01-14T13:02:34.000,Phone,Fly-Tipping,Fly-Tipping,Resolved,,2019-01-14T19:23:43.000,33X,89TH AV & G ST,Wandsworth,London,Queenstown,SW8 4AA
650976,2016-04-29T08:56:39.000,Phone,Illegal Dumping (Enforcement Potential),Fly-Tipping,Resolved,,2016-05-04T16:23:59.000,33X,948 91ST AV,Wandsworth,London,Graveney,SW17 0AC
772714,2017-11-09T11:06:31.000,FixMyStreet,Illegal Dumping � mattress/boxspring,Fly-Tipping,Resolved,,2017-11-13T16:06:22.000,17Y,2841 13TH AV,Wandsworth,London,Latchmere,SW11 3AA
869679,2019-01-21T16:05:46.000,FixMyStreet,Streets - Potholes/Depression,Street and Pavement Maintenance,Resolved,,2019-06-04T15:58:58.000,,5201-5291 PARK BLVD,Wandsworth,London,Shaftesbury,SW11 2AE
488009,2013-10-29T11:33:09.000,Phone,Miscellaneous,OTHER,Referred to External Agency,Royal Mail,,17X,1704 10TH AV,Wandsworth,London,East Putney,SW15 2AC
456783,2013-04-22T12:18:23.000,Telephone/Email,Park - Fence,Council Building Maintenance,Resolved,,2013-04-22T14:20:06.000,08X,MOSSWOOD PARK,Wandsworth,London,Tooting,SW17 8AB
643207,2016-03-23T16:19:29.000,Telephone/Email,Fly-Tipping,Fly-Tipping,Resolved,,2016-03-26T10:52:27.000,25X,3512 QUIGLEY ST,Wandsworth,London,Wandsworth Town,SW18 4AC
739497,2017-06-18T11:37:07.000,FixMyStreet,Fly-Tipping,Fly-Tipping,Resolved,,2017-06-20T16:30:29.000,11X,5700 SHATTUCK AV,Wandsworth,London,Northcote,SW11 6AA
483108,2013-09-27T15:58:48.000,Phone,Tree - Pruning,Tree Maintenance,Resolved,,2013-09-29T17:41:31.000,30X,1601 79TH AV,Wandsworth,London,East Putney,SW15 2AB
311684,2009-08-03T09:48:52.000,Telephone/Email,Traffic Signal - Outage/Damaged,Street Lighting,Resolved,,2009-08-03T09:49:34.000,12Y,COLLEGE & CLAREMONT,Wandsworth,London,Southfields,SW18 5AC
380596,2011-08-30T08:54:42.000,Telephone/Email,"Graffiti on Street, Street Light, Traffic Signal,",Graffiti Removal,Resolved,,2011-09-16T09:03:40.000,21Y,CHAMPION ST & HAROLD ST,Wandsworth,London,Nightingale,SW12 9AF
542214,2014-09-23T16:18:58.000,Online Form,Fly-Tipping,Fly-Tipping,Resolved,,2014-09-25T16:56:28.000,33X,9010 G ST,Wandsworth,London,Southfields,SW18 5AA
507863,2014-03-16T02:02:21.000,Online Form,Traffic - Sign Missing,Traffic Signage Issues,Resolved,,2014-03-28T09:19:20.000,10Y,42ND ST & MARTIN LUTHER KING JR WY,Wandsworth,London,Tooting,SW17 8AA
949132,2019-09-30T11:42:08.000,FixMyStreet,City Bldg - Appliance Issue,Council Building Maintenance,Resolved,,2019-10-08T09:22:10.000,04X,150 FRANK H OGAWA PLZ,Wandsworth,London,Tooting,SW17 7AB
689902,2016-10-23T14:46:55.000,FixMyStreet,Other (report from SeeClickFix,OTHER,Cancelled by Customer,,,02X,500-598 CASTRO ST,Wandsworth,London,Southfields,SW19 6AB
429294,2012-10-11T08:18:13.000,Telephone/Email,City Bldg - Plumbing,Council Building Maintenance,Resolved,,2012-12-11T10:45:06.000,26X,750 50TH AV,Wandsworth,London,West Putney,SW15 1AD
878782,2019-02-18T15:00:10.000,FixMyStreet,Fly-Tipping,Fly-Tipping,Cancelled by Customer,,,,15701-15703 SKYLINE BLVD,Wandsworth,London,East Putney,SW15 1AB
354136,2010-12-02T16:01:39.000,Telephone/Email,Fly-Tipping,Fly-Tipping,Resolved,,2010-12-05T12:34:46.000,10Y,45TH ST & LINDEN ST,Wandsworth,London,Northcote,SW11 5AB
329659,2010-02-23T15:30:12.000,Telephone/Email,Electrical - Inside/Outside Facility,Council Building Maintenance,Resolved,,2010-02-24T10:04:20.000,13Y,FIRE STATION 7,Wandsworth,London,Tooting,SW17 7AA
475360,2013-08-14T09:25:40.000,Phone,City Bldg - Structural Issue,Council Building Maintenance,Resolved,,2014-01-17T14:05:01.000,14X,LAKESIDE PARK - GARDEN CENTER,Wandsworth,London,Balham,SW12 9AA
704374,2017-01-16T11:32:20.000,FixMyStreet,Streets - Potholes/Depression,Street and Pavement Maintenance,Resolved,,2017-02-09T10:08:42.000,17Y,2982 PARK BLVD,Wandsworth,London,Northcote,SW11 5AA
825873,2018-07-11T10:04:53.000,Phone,PG&E,OTHER,Referred to External Agency,UK Power Networks,,08X,2933 HARRISON ST,Wandsworth,London,Tooting,SW17 7AB
375156,2011-07-07T10:38:28.000,Telephone/Email,Litter - In Public Right of Way,Fly-Tipping,Resolved,,2011-07-08T18:03:55.000,12Y,57TH ST & TELEGRAPH AV,Wandsworth,London,Southfields,SW19 6AA
388285,2011-11-11T08:11:56.000,Online Form,Street Lighting Fault,Street Lighting,Resolved,,2011-11-22T08:56:14.000,14Y,407 SUNNYSLOPE AV,Wandsworth,London,Earlsfield,SW18 3AA
916491,2019-06-18T14:34:20.000,Phone,Fly-Tipping,Fly-Tipping,Resolved,,2019-06-18T20:11:07.000,20X,E 12TH ST & 25TH AVE,Wandsworth,London,Northcote,SW11 6AC
838535,2018-09-06T08:25:36.000,FixMyStreet,Fly-Tipping,Fly-Tipping,Resolved,,2018-09-08T18:40:35.000,15X,1630 LAKESHORE AV,Wandsworth,London,Southfields,SW19 6AA
944449,2019-09-14T21:32:51.000,FixMyStreet,Fly-Tipping,Fly-Tipping,Resolved,,2019-09-19T15:52:30.000,06X,1075 40TH ST,Wandsworth,London,Shaftesbury,SW11 1AA
672765,2016-08-03T09:34:37.000,Online Form,Right of Way - Other/Complex,Right of Way Inspectors,In Progress,,,32X,INTERNATIONAL BLVD & 102ND AV,Wandsworth,London,East Putney,SW15 1AA
808465,2018-04-19T11:32:17.000,FixMyStreet,Sidewalk - Damage,Public Right of Way,Cancelled by Customer,,,32X,106TH AVE,Wandsworth,London,Bedford,SW12 9AD
950955,2019-10-06T17:14:32.000,FixMyStreet,Parking - Abandoned Vehicle,Community Safety,In Progress,,,05X,870 22ND ST,Wandsworth,London,East Putney,SW15 1AB
793503,2018-02-11T08:34:50.000,FixMyStreet,"Graffiti on Street, Street Light, Traffic Signal,",Graffiti Removal,Resolved,,2018-02-14T15:26:23.000,12X,41ST ST & BROADWAY,Wandsworth,London,Northcote,SW11 6AA
458662,2013-05-02T12:41:12.000,FixMyStreet,Graffiti on Traffic Sign(s),Traffic Signage Issues,Resolved,,2013-05-13T07:34:56.000,06X,3261 MARTIN LUTHER KING JR WAY,Wandsworth,London,Bedford,SW12 8AA
935204,2019-08-15T14:55:07.000,FixMyStreet,Parking - Abandoned Vehicle,Community Safety,Cancelled by Customer,,,24X,2055 39TH AVENUE OAKLAND,Wandsworth,London,Southfields,SW18 5AC
25148,2011-05-23T13:52:44.000,Telephone/Email,Garbage Service Issue (Residential),Recycling,Resolved,,2011-05-23T13:52:49.000,,ZZ,Wandsworth,London,Wandsworth Town,SW18 4AA
625178,2015-12-30T11:08:36.000,Online Form,Rough Sleeping Report,Fly-Tipping,Cancelled by Customer,,,06X,36TH ST & MARTIN LUTHER KING JR WAY,Wandsworth,London,Bedford,SW12 8AA
483725,2013-10-02T08:41:32.000,Phone,Vector Control issue,OTHER,Referred to External Agency,"ALAMEDA COUNTY VECTOR CONTROL,",,13X,5561 THOMAS AV,Wandsworth,London,Graveney,SW17 0AB
668761,2016-07-18T09:44:38.000,Phone,Trash/Compost - Abandoned Container,Recycling,Resolved,,2016-07-21T14:42:40.000,32Y,99TH AV & BIRCH ST,Wandsworth,London,Bedford,SW12 8AA
581961,2015-05-14T15:11:51.000,Phone,Board Up,Blocked Drains,Resolved,,2015-05-20T09:35:28.000,10Y,836 56TH ST,Wandsworth,London,Northcote,SW11 6AA
761724,2017-09-23T07:22:13.000,FixMyStreet,Illegal Dumping (report from SeeClickFix),Fly-Tipping,Cancelled by Customer,,,35Y,GOLDENROD TRAIL,Wandsworth,London,West Hill,SW18 1AE
378756,2011-08-11T13:05:22.000,Telephone/Email,Tree - Down,Tree Maintenance,Resolved,,2011-08-17T10:22:23.000,15X,MACARTHUR BLVD & EXCELSIOR CT,Wandsworth,London,East Putney,SW15 2AB
628129,2016-01-14T15:26:20.000,Online Form,City Bldg - Clean / Custodial,Council Building Maintenance,Resolved,,2016-02-10T06:55:11.000,04X,LIONEL J WILSON BUILDING,Wandsworth,London,West Hill,SW18 1AD
445611,2013-02-06T05:53:30.000,FixMyStreet,Illegal Dumping � mattress/boxspring,Fly-Tipping,Resolved,,2013-03-08T16:36:35.000,25X,4000 REDDING AV,Wandsworth,London,East Putney,SW15 1AA
741502,2017-06-27T09:40:59.000,Phone,Fly-Tipping,Fly-Tipping,Resolved,,2017-06-27T19:10:24.000,27Y,55TH AV & SCOVILLE ST,Wandsworth,London,Tooting,SW17 7AB
486911,2013-10-21T16:21:00.000,FixMyStreet,Litter - Street Litter Container,Fly-Tipping,Resolved,,2013-10-29T17:26:10.000,06X,MARTIN LUTHER KING JR WY & W MACARTHUR BLVD,Wandsworth,London,East Putney,SW15 2AA
885930,2019-03-13T16:30:38.000,FixMyStreet,Parking - Abandoned Vehicle,Community Safety,Resolved,,2019-03-14T14:51:07.000,03Y,1014 CASTRO STREET,Wandsworth,London,Southfields,SW19 6AA
758447,2017-09-08T15:27:22.000,Phone,TE - Traffic Safety (non-emergency),Traffic Management,UNFUNDED,,,22Y,JOAQUIN MILLER RD & MOUNTAIN BLVD,Wandsworth,London,Southfields,SW19 6AB
609445,2015-10-07T12:20:14.000,FixMyStreet,Council Enforcement,OTHER,Referred to External Agency,Council Enforcement,,08X,3948 WEBSTER ST,Wandsworth,London,Roehampton and Putney Heath,SW15 4AB
422067,2012-08-17T13:30:55.000,Telephone/Email,TE - Traffic Control Plan Review,Traffic Management,Resolved,,2012-08-22T16:27:55.000,31Y,9507 EDES AVE,Wandsworth,London,Tooting,SW17 8AB
569077,2015-02-27T11:17:41.000,Phone,Fly-Tipping,Fly-Tipping,Resolved,,2015-03-01T14:08:20.000,23X,1223 37TH AV,Wandsworth,London,Nightingale,SW12 8AE
602171,2015-09-01T12:17:22.000,Phone,Parking - Meter Maintenance,Pay-and-Display Machine Repair,Resolved,,2016-11-07T08:06:46.000,14Y,3300 GRAND AV,Wandsworth,London,West Hill,SW15 3AB
608021,2015-09-30T11:43:52.000,Email,Hazardous Materials,Fire Safety Reports,Resolved,,2015-10-16T15:18:55.000,26X,47TH AV & SAN LEANDRO ST,Wandsworth,London,Tooting,SW17 8AA
597076,2015-08-06T09:47:26.000,Phone,EBMUD issue,OTHER,Referred to External Agency,Thames Water,,11X,60TH ST & SHATTUCK AV,Wandsworth,London,Bedford,SW12 8AC
810193,2018-04-27T14:45:09.000,Phone,Compost - Missed Pickup,Recycling,Resolved,,2018-05-01T14:39:59.000,25X,3667 HIGH ST,Wandsworth,London,Wandsworth Town,SW18 4AB
642147,2016-03-18T11:20:45.000,FixMyStreet,Fly-Tipping,Fly-Tipping,Resolved,,2016-03-25T10:18:47.000,35X,89TH AV & MACARTHUR BLVD,Wandsworth,London,West Putney,SW15 1AD
402017,2012-03-24T19:10:15.000,FixMyStreet,Other (report from SeeClickFix,OTHER,Cancelled by Customer,,,,1004 39TH BLVD,Wandsworth,London,Southfields,SW19 6AB
487741,2013-10-28T08:32:04.000,Phone,Illegal Dumping � mattress/boxspring,Fly-Tipping,Resolved,,2013-10-29T17:25:04.000,06X,936 BROCKHURST ST,Wandsworth,London,Queenstown,SW8 3AB
909812,2019-05-31T19:22:09.000,FixMyStreet,Parking - Abandoned Vehicle,Community Safety,Resolved,,2019-06-06T09:50:35.000,19X,1839 SOLANO WAY OAKLAND CA,Wandsworth,London,Nightingale,SW12 9AG
484388,2013-10-05T11:51:26.000,FixMyStreet,Fly-Tipping,Fly-Tipping,Resolved,,2013-10-15T17:44:42.000,07X,2281 MARKET ST,Wandsworth,London,West Putney,SW15 1AC
829080,2018-07-25T09:11:22.000,FixMyStreet,Parking - Enforcement,Parking Enforcement,Resolved,,2018-07-25T12:25:28.000,27X,45TH AVE & ELLEN ST,Wandsworth,London,East Putney,SW15 2AA
512658,2014-04-11T17:33:51.000,Online Form,Council Enforcement,OTHER,Referred to External Agency,Council Enforcement,,29X,3884 DELMONT AV,Wandsworth,London,Bedford,SW12 8AA
426715,2012-09-21T14:07:19.000,Telephone/Email,Litter - In Public Right of Way,Fly-Tipping,Resolved,,2012-09-24T16:23:15.000,07X,876 27TH ST,Wandsworth,London,East Putney,SW15 2AB
22185,2010-05-12T14:16:35.000,Telephone/Email,Garbage - Missed Pickup Back Yard,Recycling,Resolved,,2010-05-17T16:56:11.000,21Y,3269 SCHOOL ST,Wandsworth,London,Fairfield,SW18 2AA
762851,2017-09-28T12:17:40.000,Email,Fly-Tipping,Fly-Tipping,Resolved,,2017-09-29T16:39:51.000,30Y,77TH AV & GARFIELD AV,Wandsworth,London,Graveney,SW17 0AA
571387,2015-03-13T11:50:27.000,FixMyStreet,Graffiti (report from SeeClickFix),Graffiti Removal,Cancelled by Customer,,,04X,100-118 LAKESIDE DRIVE,Wandsworth,London,Bedford,SW12 8AB
605193,2015-09-16T14:26:35.000,Phone,Recycling Hotline - Miscellaneous,Recycling,Resolved,,2015-09-16T14:26:39.000,,ZZ,Wandsworth,London,Roehampton and Putney Heath,SW15 4AB
463844,2013-06-04T14:57:10.000,Telephone/Email,Yard Trimmings Service Issue,Recycling,Resolved,,2013-06-18T12:34:58.000,27Y,52ND AV & INTERNATIONAL BLVD,Wandsworth,London,Tooting,SW17 7AA
451995,2013-03-21T14:41:16.000,FixMyStreet,Fly-Tipping,Fly-Tipping,Resolved,,2013-03-26T12:52:16.000,05Y,16TH ST & WOOD ST,Wandsworth,London,Tooting,SW17 8AB
438875,2012-12-19T09:34:06.000,Online Form,Street Lighting Fault,Street Lighting,Resolved,,2013-01-04T07:36:14.000,14Y,763 WARFIELD AV,Wandsworth,London,West Putney,SW15 1AD
569062,2015-02-27T10:35:29.000,Phone,Street Lighting Fault,Street Lighting,Resolved,,2015-03-11T07:36:53.000,13Z,838 BLAIR AV,Wandsworth,London,West Putney,SW15 2AF
394692,2012-01-20T09:46:58.000,Telephone/Email,Litter - In Public Right of Way,Fly-Tipping,Resolved,,2012-01-24T07:26:29.000,21Y,3303 LAGUNA WY,Wandsworth,London,Tooting,SW17 8AB
786173,2018-01-11T10:38:29.000,FixMyStreet,Streets - Potholes/Depression,Street and Pavement Maintenance,Resolved,,2018-01-29T17:03:41.000,16Y,1665 MACARTHUR BLVD,Wandsworth,London,West Putney,SW15 2AD
847399,2018-10-16T19:42:40.000,FixMyStreet,Fly-Tipping,Fly-Tipping,Resolved,,2018-10-22T11:53:32.000,07X,MANDELA PKWY & CAMPBELL ST,Wandsworth,London,Southfields,SW18 5AB
481658,2013-09-19T13:08:48.000,Online Form,Fly-Tipping,Fly-Tipping,Resolved,,2013-09-25T21:05:10.000,19X,EMBARCADERO & 8TH AV,Wandsworth,London,Nightingale,SW12 9AF
507638,2014-03-13T14:02:18.000,Phone,Illegal Dumping � mattress/boxspring,Fly-Tipping,Resolved,,2014-03-14T16:39:48.000,32X,1450 102ND AV,Wandsworth,London,Bedford,SW12 9AE
821282,2018-06-20T14:47:48.000,FixMyStreet,Fly-Tipping,Fly-Tipping,Resolved,,2018-06-23T07:10:55.000,26X,646 50TH AV,Wandsworth,London,East Putney,SW15 1AB
596328,2015-08-03T12:17:22.000,Phone,Litter - Street Litter Container,Fly-Tipping,Resolved,,2015-08-13T16:52:14.000,10Y,5434 MARKET ST,Wandsworth,London,Roehampton and Putney Heath,SW15 4AC
802275,2018-03-20T08:43:55.000,Email,Council Enforcement,OTHER,Referred to External Agency,Council Enforcement,,32X,107TH AV & INTERNATIONAL BLVD.,Wandsworth,London,Tooting,SW17 8AB
392736,2012-01-03T13:40:23.000,Telephone/Email,Street Lighting Fault,Street Lighting,Resolved,,2012-01-26T09:29:12.000,04X,2150 WEBSTER ST,Wandsworth,London,East Putney,SW15 1AA
819949,2018-06-14T10:57:42.000,Phone,Illegal Dumping (Enforcement Potential),Fly-Tipping,Resolved,,2018-06-16T15:24:57.000,29X,55TH AVE & FOOTHILL BLVD,Wandsworth,London,Southfields,SW19 6AB
785560,2018-01-09T08:40:17.000,Phone,Traffic - Sign Damage,Traffic Signage Issues,Resolved,,2018-01-25T09:22:45.000,27X,4523 THOMPSON ST,Wandsworth,London,Southfields,SW18 5AB
481644,2013-09-19T12:11:12.000,Online Form,Fly-Tipping,Fly-Tipping,Resolved,,2013-09-23T21:15:42.000,02Y,328 PERALTA ST,Wandsworth,London,East Putney,SW15 2AC
675428,2016-08-15T09:36:20.000,Phone,Street Lighting Fault,Street Lighting,Resolved,,2016-08-19T06:45:14.000,13X,5845 MENDOCINO AV,Wandsworth,London,Shaftesbury,SW11 1AB
350094,2010-10-13T14:48:09.000,Telephone/Email,Graffiti on Private Property,Graffiti Removal,Resolved,,2010-11-18T08:54:55.000,07X,2401 POPLAR ST,Wandsworth,London,East Putney,SW15 1AB
948172,2019-09-26T13:02:42.000,Phone,EBMUD issue,OTHER,In Progress,Thames Water,,05X,1901 POPLAR ST,Wandsworth,London,East Putney,SW15 2AA
696930,2016-12-04T22:43:14.000,Online Form,TE - Parking (On Street),Traffic Management,Cancelled by Customer,,,21X,2542 INYO AV,Wandsworth,London,Southfields,SW19 6AA
938828,2019-08-27T10:18:10.000,FixMyStreet,Parking - Abandoned Vehicle,Community Safety,Resolved,,2019-10-29T13:59:42.000,25X,5661 LEONA ST,Wandsworth,London,West Hill,SW15 3AC
570540,2015-03-09T13:01:35.000,Phone,Council Enforcement,OTHER,Referred to External Agency,Council Enforcement,,05X,1926 CHESTNUT ST,Wandsworth,London,Shaftesbury,SW11 2AE
811201,2018-05-02T15:08:34.000,Phone,Fly-Tipping,Fly-Tipping,Resolved,,2018-05-04T16:09:46.000,26X,1247 48TH AV,Wandsworth,London,Nightingale,SW12 8AF
498144,2014-01-10T08:55:03.000,Phone,Fly-Tipping,Fly-Tipping,Resolved,,2014-01-15T17:32:05.000,03X,11TH ST & OAK ST,Wandsworth,London,Northcote,SW11 6AC
919364,2019-06-27T14:09:51.000,FixMyStreet,Fly-Tipping,Fly-Tipping,Cancelled by Customer,,,26X,630 HIGH ST,Wandsworth,London,Shaftesbury,SW11 1AA
660923,2016-06-15T08:18:40.000,Online Form,Litter in Parks,Parks Maintenance,Resolved,,2016-06-20T11:38:59.000,,82ND AV & MEDIAN BANCROFT,Wandsworth,London,West Hill,SW15 3AC
467450,2013-06-27T09:29:57.000,Telephone/Email,Fly-Tipping,Fly-Tipping,Resolved,,2013-06-28T16:37:18.000,05X,16TH ST & POPLAR ST,Wandsworth,London,Tooting,SW17 8AA
660669,2016-06-14T10:54:46.000,Phone,Illegal Dumping (Enforcement Potential),Fly-Tipping,Resolved,,2016-06-15T17:11:49.000,21Y,3136 COOLIDGE AV,Wandsworth,London,Nightingale,SW12 8AD
830459,2018-07-31T10:01:28.000,Phone,Rough Sleeping Report,Environmental Hygiene,Cancelled by Customer,,,26Y,1078 73RD AV,Wandsworth,London,Balham,SW12 9AC
747063,2017-07-20T10:59:35.000,Phone,Traffic - Repair Pavement Striping,Traffic Signage Issues,Resolved,,2018-11-29T12:09:30.000,31Y,92ND AV & SAN LEANDRO ST,Wandsworth,London,Graveney,SW17 0AB
633617,2016-02-09T08:10:57.000,FixMyStreet,Graffiti (report from SeeClickFix),Graffiti Removal,Cancelled by Customer,,,11X,5301-5367 SHATTUCK AVE,Wandsworth,London,Tooting,SW17 8AB
573909,2015-03-29T10:50:23.000,FixMyStreet,Inspections - Utility-Related Infrastructure,OTHER,Cancelled by Customer,,,23X,1919 34TH AVENUE,Wandsworth,London,West Putney,SW15 2AE
919355,2019-06-27T13:52:39.000,FixMyStreet,Fly-Tipping,Fly-Tipping,Cancelled by Customer,,,06X,3000 SAN PABLO AVE,Wandsworth,London,East Putney,SW15 2AA
